TripID,ID,WeekdayInt,WeekOfYearInt,HourInt,TripDurationInMinutes,RemainingTravelTimeInMinute,shiptype,Length,Breadth,Draught,Latitude,Longitude,SOG,COG,TH
424725,265963943,4,24,21,2307,2072,70,88,12,4.3,54.56,11.02,8.9,87.4,84
424725,265964959,4,24,21,2307,2053,70,88,12,4.3,54.57,11.11,9.3,82.4,77
424725,265965362,4,24,21,2307,2054,70,88,12,4.3,54.57,11.1,9.3,82.1,77
424725,265972301,4,24,22,2307,2037,70,88,12,4.3,54.56,11.18,9.9,116.2,111
424725,265973729,4,24,21,2307,2071,70,88,12,4.3,54.56,11.03,8.9,87.2,84
424725,265974194,4,24,21,2307,2087,70,88,12,4.3,54.56,10.96,9,86.3,84
424725,266394945,5,24,7,2307,1492,70,88,12,4.3,54.73,13.39,9.4,88.4,89
424725,265975018,4,24,22,2307,2036,70,88,12,4.3,54.56,11.18,9.9,114.3,110
424725,266395658,5,24,11,2307,1255,70,88,12,4.3,54.59,14.38,8.6,88,82
424725,265976579,4,24,22,2307,2029,70,88,12,4.3,54.56,11.21,10.3,113,111
424725,265981082,4,24,21,2307,2080,70,88,12,4.3,54.56,10.99,8.9,86.1,84
424725,265982223,4,24,22,2307,2035,70,88,12,4.3,54.56,11.18,10,114,110
424725,266400540,5,24,7,2307,1491,70,88,12,4.3,54.73,13.39,9.4,88.5,88
424725,265983200,4,24,21,2307,2086,70,88,12,4.3,54.56,10.96,8.9,86.4,84
424725,265983325,4,24,21,2307,2070,70,88,12,4.3,54.56,11.03,8.9,87,84
424725,265984983,4,24,21,2307,2044,70,88,12,4.3,54.57,11.15,9.3,91.4,94
424725,265988391,4,24,22,2307,2013,70,88,12,4.3,54.54,11.28,9.6,112.3,110
424725,266404933,5,24,11,2307,1253,70,88,12,4.3,54.59,14.39,8.7,84.3,83
424725,265990233,4,24,21,2307,2079,70,88,12,4.3,54.56,10.99,8.9,86.6,84
424725,266409923,5,24,1,2307,1849,70,88,12,4.3,54.4,11.97,9.6,89.4,87
424725,266409952,5,24,7,2307,1490,70,88,12,4.3,54.73,13.4,9.4,89.4,88
424725,266410096,5,24,11,2307,1203,70,88,12,4.3,54.6,14.6,8.9,82.7,81
424725,265991602,4,24,22,2307,2034,70,88,12,4.3,54.56,11.19,10.1,114.1,110
424725,265995797,4,24,21,2307,2043,70,88,12,4.3,54.57,11.15,9.3,108.3,110
424725,266000380,4,24,22,2307,2033,70,88,12,4.3,54.56,11.19,10.1,114.1,110
424725,266000610,4,24,22,2307,2020,70,88,12,4.3,54.55,11.25,9.9,111.5,111
424725,266004142,4,24,21,2307,2078,70,88,12,4.3,54.56,11,8.9,86.3,84
424725,266006169,4,24,21,2307,2042,70,88,12,4.3,54.57,11.15,9.6,120.7,119
424725,266009906,4,24,22,2307,2025,70,88,12,4.3,54.55,11.23,10.1,111.9,111
424725,266014138,4,24,22,2307,2019,70,88,12,4.3,54.54,11.26,10,111.7,111
424725,266014409,4,24,21,2307,2050,70,88,12,4.3,54.57,11.12,9.3,82.8,77
424725,265582082,4,24,18,2307,2272,70,88,12,4.3,54.42,10.22,8.9,27.6,27
424725,265583697,4,24,18,2307,2266,70,88,12,4.3,54.43,10.23,8.8,30.3,28
424725,266015398,4,24,22,2307,2030,70,88,12,4.3,54.56,11.21,10.3,113.4,111
424725,266018542,4,24,22,2307,2024,70,88,12,4.3,54.55,11.23,10,111.9,111
424725,266020698,4,24,22,2307,2018,70,88,12,4.3,54.54,11.26,9.9,111.5,111
424725,266025386,4,24,21,2307,2049,70,88,12,4.3,54.57,11.12,9.4,83.5,77
424725,266025818,4,24,22,2307,2023,70,88,12,4.3,54.55,11.24,10,111.6,111
424725,266026895,4,24,21,2307,2041,70,88,12,4.3,54.57,11.16,9.7,122,117
424725,266029439,4,24,22,2307,2017,70,88,12,4.3,54.54,11.26,9.9,111.8,111
424725,266032810,4,24,22,2307,2021,70,88,12,4.3,54.55,11.24,10,111,110
424725,266432436,5,24,11,2307,1250,70,88,12,4.3,54.59,14.4,8.7,84.3,81
424725,266037391,4,24,22,2307,1993,70,88,12,4.3,54.52,11.36,9.3,116.5,115
424725,266433261,5,24,9,2307,1375,70,88,12,4.3,54.67,13.9,8.9,106.5,105
424725,266039542,4,24,22,2307,1986,70,88,12,4.3,54.51,11.39,9.4,117.7,114
424725,266042926,4,24,22,2307,1992,70,88,12,4.3,54.52,11.37,9.4,117.3,114
424725,266043026,4,24,22,2307,2015,70,88,12,4.3,54.54,11.27,9.8,111.8,111
424725,266438416,5,24,11,2307,1201,70,88,12,4.3,54.6,14.61,9,83,80
424725,266438509,5,24,7,2307,1486,70,88,12,4.3,54.73,13.41,9.3,89.2,89
424725,265606140,4,24,18,2307,2274,70,88,12,4.3,54.41,10.21,8.9,26.2,22
424725,266046600,4,24,22,2307,2009,70,88,12,4.3,54.53,11.3,9.4,113,110
424725,265607557,4,24,18,2307,2271,70,88,12,4.3,54.42,10.22,8.9,31.9,30
424725,266445702,5,24,5,2307,1602,70,88,12,4.3,54.64,12.92,9.4,70.1,66
424725,266445984,5,24,11,2307,1248,70,88,12,4.3,54.59,14.41,8.9,85,82
424725,266047139,4,24,22,2307,1991,70,88,12,4.3,54.52,11.37,9.3,117.5,114
424725,265607672,4,24,18,2307,2264,70,88,12,4.3,54.43,10.23,8.9,30.8,28
424725,266050146,4,24,22,2307,1984,70,88,12,4.3,54.51,11.4,9.3,118.1,114
424725,265616456,4,24,18,2307,2263,70,88,12,4.3,54.44,10.24,8.9,30.1,28
424725,265618276,4,24,18,2307,2273,70,88,12,4.3,54.42,10.21,8.9,24.4,23
424725,266454734,5,24,11,2307,1247,70,88,12,4.3,54.59,14.42,8.9,85.4,82
424725,266454928,5,24,5,2307,1600,70,88,12,4.3,54.64,12.92,9.4,69.3,66
424725,266051269,4,24,21,2307,2047,70,88,12,4.3,54.57,11.13,9.4,83.2,77
424725,266052191,4,24,22,2307,2002,70,88,12,4.3,54.53,11.33,9.3,112.3,111
424725,266053763,4,24,22,2307,1989,70,88,12,4.3,54.51,11.38,9.3,117,114
424725,266055440,4,24,22,2307,2015,70,88,12,4.3,54.54,11.27,9.8,111.9,111
424725,265620105,4,24,17,2307,2288,70,88,12,4.3,54.38,10.19,8.7,35.5,31
424725,266058340,4,24,22,2307,1983,70,88,12,4.3,54.51,11.4,9.3,118,114
424725,265620663,4,24,18,2307,2270,70,88,12,4.3,54.42,10.22,8.9,32.5,30
424725,266061032,4,24,22,2307,1988,70,88,12,4.3,54.51,11.38,9.3,117.4,114
424725,266467655,5,24,1,2307,1844,70,88,12,4.3,54.4,11.99,9.6,89,87
424725,265621096,4,24,18,2307,2246,70,88,12,4.3,54.47,10.28,9,39.7,39
424725,266061179,4,24,21,2307,2039,70,88,12,4.3,54.57,11.17,9.8,118.3,113
424725,266061739,4,24,22,2307,2008,70,88,12,4.3,54.53,11.3,9.4,112,111
424725,266063322,4,24,22,2307,2014,70,88,12,4.3,54.54,11.28,9.7,112.6,111
424725,266471105,5,24,9,2307,1373,70,88,12,4.3,54.66,13.9,8.9,105.8,105
424725,266067776,4,24,22,2307,2001,70,88,12,4.3,54.53,11.33,9.3,112.3,111
424725,266473112,5,24,5,2307,1599,70,88,12,4.3,54.64,12.93,9.4,69.2,66
424725,266068268,4,24,22,2307,1987,70,88,12,4.3,54.51,11.38,9.4,117.1,113
424725,266070087,4,24,23,2307,1969,70,88,12,4.3,54.49,11.46,9.4,117.5,114
424725,266072747,4,24,22,2307,2007,70,88,12,4.3,54.53,11.31,9.4,112.1,111
424725,266073476,4,24,21,2307,2046,70,88,12,4.3,54.57,11.14,9.4,83.6,77
424725,266080504,4,24,23,2307,1976,70,88,12,4.3,54.5,11.43,9.3,117.4,114
424725,266083033,4,24,22,2307,1979,70,88,12,4.3,54.5,11.42,9.3,118.1,114
424725,266085522,4,24,23,2307,1951,70,88,12,4.3,54.47,11.53,9.2,116.2,114
424725,266086370,4,24,23,2307,1967,70,88,12,4.3,54.49,11.46,9.4,117.4,114
424725,266087319,4,24,23,2307,1975,70,88,12,4.3,54.5,11.43,9.3,117.7,114
424725,266089676,4,24,22,2307,2006,70,88,12,4.3,54.53,11.31,9.3,112.3,111
424725,266488423,5,24,11,2307,1198,70,88,12,4.3,54.6,14.62,8.9,83.1,81
424725,266092312,4,24,23,2307,1959,70,88,12,4.3,54.48,11.5,9.3,117.2,114
424725,266092408,4,24,22,2307,1999,70,88,12,4.3,54.52,11.34,9.3,113.1,111
424725,266092842,4,24,23,2307,1974,70,88,12,4.3,54.5,11.44,9.3,117.5,113
424725,266093497,4,24,23,2307,1966,70,88,12,4.3,54.49,11.47,9.3,116.8,114
424725,266094006,4,24,23,2307,1950,70,88,12,4.3,54.47,11.53,9.1,115.6,114
424725,266098229,4,24,23,2307,1973,70,88,12,4.3,54.5,11.44,9.4,117.3,114
424725,266101626,4,24,23,2307,1965,70,88,12,4.3,54.49,11.47,9.3,117.6,114
424725,266102418,4,24,22,2307,1998,70,88,12,4.3,54.52,11.34,9.3,112.9,111
424725,266102840,4,24,23,2307,1958,70,88,12,4.3,54.48,11.5,9.3,117.1,114
424725,266106552,4,24,23,2307,1972,70,88,12,4.3,54.49,11.44,9.4,117.5,114
424725,266107615,4,24,22,2307,2005,70,88,12,4.3,54.53,11.31,9.4,111.8,111
424725,266107742,4,24,23,2307,1941,70,88,12,4.3,54.46,11.57,9.2,111.6,114
424725,266109286,4,24,23,2307,1964,70,88,12,4.3,54.48,11.48,9.3,117.4,114
424725,266112498,4,24,22,2307,1997,70,88,12,4.3,54.52,11.35,9.4,113.1,111
424725,266112985,4,24,23,2307,1971,70,88,12,4.3,54.49,11.45,9.4,117.3,114
424725,266118585,4,24,23,2307,1970,70,88,12,4.3,54.49,11.45,9.4,117.6,114
424725,266124129,4,24,23,2307,1947,70,88,12,4.3,54.46,11.54,9.1,113.4,114
424725,266126698,4,24,23,2307,1962,70,88,12,4.3,54.48,11.48,9.3,117.3,114
424725,266127336,4,24,23,2307,1923,70,88,12,4.3,54.44,11.65,9.4,113.7,114
424725,266128309,4,24,23,2307,1938,70,88,12,4.3,54.46,11.58,9.3,111.8,114
424725,266510610,5,24,11,2307,1240,70,88,12,4.3,54.59,14.45,8.7,85.2,82
424725,266134094,4,24,23,2307,1937,70,88,12,4.3,54.46,11.58,9.3,111.9,114
424725,265708871,4,24,19,2307,2188,70,88,12,4.3,54.53,10.52,9.4,70.3,69
424725,266154725,4,24,23,2307,1928,70,88,12,4.3,54.45,11.62,9.3,112.6,114
424725,266517796,5,24,11,2307,1239,70,88,12,4.3,54.59,14.45,8.7,84.6,82
424725,265734233,4,24,18,2307,2219,70,88,12,4.3,54.51,10.39,9.4,67.5,69
424725,266520016,5,24,9,2307,1370,70,88,12,4.3,54.66,13.92,8.9,105.9,105
424725,266520399,5,24,1,2307,1840,70,88,12,4.3,54.4,12.01,9.5,88.5,86
424725,266524603,5,24,11,2307,1238,70,88,12,4.3,54.59,14.46,8.8,84.1,82
424725,266526262,5,24,5,2307,1594,70,88,12,4.3,54.64,12.95,9.4,68.8,67
424725,266534561,5,24,1,2307,1839,70,88,12,4.3,54.4,12.02,9.5,88.9,87
424725,266539568,5,24,0,2307,1884,70,88,12,4.3,54.41,11.81,9.5,92.4,91
424725,266541019,5,24,9,2307,1369,70,88,12,4.3,54.66,13.92,8.9,106,105
424725,265798088,4,24,19,2307,2162,70,88,12,4.3,54.55,10.63,9.3,85.3,84
424725,265798902,4,24,20,2307,2144,70,88,12,4.3,54.55,10.71,9.4,85.9,84
424725,265839380,4,24,20,2307,2121,70,88,12,4.3,54.56,10.81,9.3,87.2,84
424725,265849878,4,24,20,2307,2128,70,88,12,4.3,54.55,10.78,9.4,87.6,84
424725,266551378,5,24,1,2307,1838,70,88,12,4.3,54.4,12.02,9.5,88.5,86
424725,265863086,4,24,20,2307,2130,70,88,12,4.3,54.55,10.77,9.4,87.7,84
424725,266558805,5,24,1,2307,1837,70,88,12,4.3,54.4,12.03,9.5,88.7,87
424725,266302642,5,24,0,2307,1911,70,88,12,4.3,54.43,11.7,9.7,114.4,114
424725,266315624,5,24,5,2307,1611,70,88,12,4.3,54.63,12.88,9.2,68.5,67
424725,266316625,5,24,10,2307,1265,70,88,12,4.3,54.59,14.34,8.7,102.8,101
424725,266318245,5,24,8,2307,1382,70,88,12,4.3,54.67,13.87,9,107.2,106
424725,266571343,5,24,11,2307,1232,70,88,12,4.3,54.59,14.48,8.7,85.5,82
424725,266306608,5,24,6,2307,1503,70,88,12,4.3,54.73,13.34,9.6,66.3,65
424725,266324714,5,24,10,2307,1265,70,88,12,4.3,54.59,14.34,8.7,104.2,101
424725,266324983,5,24,6,2307,1501,70,88,12,4.3,54.73,13.35,9.4,83.4,89
424725,266326157,5,24,11,2307,1208,70,88,12,4.3,54.6,14.58,8.9,83.5,80
424725,266326697,5,24,0,2307,1908,70,88,12,4.3,54.42,11.71,9.7,115,114
424725,266330557,5,24,8,2307,1381,70,88,12,4.3,54.67,13.87,8.9,107.2,105
424725,266331872,5,24,10,2307,1263,70,88,12,4.3,54.59,14.35,8.8,103.8,101
424725,266336116,5,24,5,2307,1609,70,88,12,4.3,54.63,12.89,9.3,69.8,67
424725,266337358,5,24,0,2307,1907,70,88,12,4.3,54.42,11.71,9.6,115.2,114
424725,266339955,5,24,6,2307,1499,70,88,12,4.3,54.73,13.36,9.4,90.4,90
424725,266340665,5,24,10,2307,1262,70,88,12,4.3,54.59,14.35,8.8,104.4,102
424725,266341328,5,24,0,2307,1906,70,88,12,4.3,54.42,11.72,9.7,115.5,114
424725,266342511,5,24,11,2307,1207,70,88,12,4.3,54.6,14.58,8.9,83.3,80
424725,266343703,5,24,1,2307,1854,70,88,12,4.3,54.4,11.95,9.7,90.5,87
424725,266347468,5,24,6,2307,1498,70,88,12,4.3,54.73,13.36,9.6,87.9,88
424725,266348573,5,24,0,2307,1905,70,88,12,4.3,54.42,11.72,9.7,115,114
424725,266356927,5,24,5,2307,1608,70,88,12,4.3,54.63,12.89,9.2,69.1,67
424725,266359897,5,24,10,2307,1260,70,88,12,4.3,54.59,14.36,8.9,104.1,101
424725,266364857,5,24,5,2307,1607,70,88,12,4.3,54.63,12.89,9.3,69.1,66
424725,266367505,5,24,1,2307,1852,70,88,12,4.3,54.4,11.96,9.7,90.4,87
424725,266307855,5,24,10,2307,1267,70,88,12,4.3,54.59,14.33,8.7,103.6,101
424725,266376620,5,24,11,2307,1205,70,88,12,4.3,54.6,14.59,8.9,83.2,81
424725,266378321,5,24,0,2307,1901,70,88,12,4.3,54.42,11.74,9.8,115.3,114
424725,266378911,5,24,7,2307,1494,70,88,12,4.3,54.73,13.38,9.5,87.3,88
424725,266379454,5,24,5,2307,1606,70,88,12,4.3,54.63,12.9,9.3,69.3,66
424725,266380194,5,24,11,2307,1257,70,88,12,4.3,54.59,14.38,8.9,103.6,101
424725,266386016,5,24,7,2307,1493,70,88,12,4.3,54.73,13.38,9.4,87.9,88
424725,266609849,5,24,1,2307,1832,70,88,12,4.3,54.4,12.04,9.5,89.1,87
424725,266387803,5,24,0,2307,1900,70,88,12,4.3,54.41,11.74,9.8,115.2,114
424725,266389775,5,24,11,2307,1204,70,88,12,4.3,54.6,14.6,8.9,84.5,81
424725,266390191,5,24,5,2307,1605,70,88,12,4.3,54.63,12.9,9.3,69.8,66
424725,266391869,5,24,8,2307,1378,70,88,12,4.3,54.67,13.88,8.9,105.8,105
424725,266395455,5,24,1,2307,1850,70,88,12,4.3,54.4,11.97,9.6,89,87
424725,266618312,5,24,1,2307,1831,70,88,12,4.3,54.4,12.05,9.4,88.9,87
424725,266399219,5,24,0,2307,1899,70,88,12,4.3,54.41,11.75,9.8,115.6,114
424725,266403456,5,24,0,2307,1898,70,88,12,4.3,54.41,11.75,9.7,115.2,114
424725,266404020,5,24,9,2307,1377,70,88,12,4.3,54.67,13.89,8.9,106.5,105
424725,266627645,5,24,11,2307,1224,70,88,12,4.3,54.6,14.51,8.7,82.7,81
424725,266627867,5,24,0,2307,1874,70,88,12,4.3,54.41,11.86,9.5,93.3,90
424725,266408771,5,24,5,2307,1604,70,88,12,4.3,54.63,12.91,9.3,69.6,67
424725,266410208,5,24,11,2307,1253,70,88,12,4.3,54.59,14.39,8.8,86.8,85
424725,266636273,5,24,0,2307,1873,70,88,12,4.3,54.41,11.86,9.5,93.9,91
424725,266414462,5,24,11,2307,1252,70,88,12,4.3,54.59,14.4,8.7,88.2,86
424725,266415355,5,24,5,2307,1604,70,88,12,4.3,54.63,12.91,9.3,69.4,67
424725,266415774,5,24,0,2307,1897,70,88,12,4.3,54.41,11.75,9.7,116,114
424725,266417352,5,24,7,2307,1489,70,88,12,4.3,54.73,13.4,9.4,88.9,88
424725,266644144,5,24,11,2307,1222,70,88,12,4.3,54.6,14.52,8.8,83.4,81
424725,266424333,5,24,7,2307,1488,70,88,12,4.3,54.73,13.4,9.4,89.2,88
424725,266430972,5,24,1,2307,1847,70,88,12,4.3,54.4,11.98,9.6,88.7,87
424725,266068917,4,24,22,2307,1978,70,88,12,4.3,54.5,11.42,9.4,118.3,114
424725,266069214,4,24,22,2307,1981,70,88,12,4.3,54.5,11.41,9.4,117.5,114
424725,266113982,4,24,23,2307,1940,70,88,12,4.3,54.46,11.57,9.2,111.4,114
424725,266117220,4,24,23,2307,1933,70,88,12,4.3,54.45,11.6,9.3,111.5,114
424725,266654333,5,24,0,2307,1871,70,88,12,4.3,54.41,11.87,9.5,93.8,90
424725,266655074,5,24,11,2307,1220,70,88,12,4.3,54.6,14.53,8.8,81.4,80
424725,266120149,4,24,23,2307,1963,70,88,12,4.3,54.48,11.48,9.3,117.7,114
424725,266121186,4,24,23,2307,1939,70,88,12,4.3,54.46,11.58,9.2,111.6,114
424725,266129119,4,24,23,2307,1956,70,88,12,4.3,54.47,11.51,9.3,117.1,114
424725,266130117,4,24,23,2307,1946,70,88,12,4.3,54.46,11.55,9.1,112.9,114
424725,266140179,4,24,23,2307,1945,70,88,12,4.3,54.46,11.55,9.2,112.2,114
424725,266140750,4,24,23,2307,1930,70,88,12,4.3,54.45,11.61,9.3,112.2,114
424725,266148041,4,24,23,2307,1935,70,88,12,4.3,54.45,11.6,9.3,112.7,114
424725,266153637,4,24,23,2307,1954,70,88,12,4.3,54.47,11.52,9.2,117.1,113
424725,266153835,4,24,23,2307,1919,70,88,12,4.3,54.44,11.66,9.6,114.1,114
424725,266161818,4,24,23,2307,1927,70,88,12,4.3,54.44,11.63,9.3,112.9,114
424725,266162658,4,24,23,2307,1952,70,88,12,4.3,54.47,11.52,9.3,116.6,114
424725,266669696,5,24,1,2307,1827,70,88,12,4.3,54.4,12.07,9.5,87.9,87
424725,266164447,4,24,23,2307,1925,70,88,12,4.3,54.44,11.63,9.4,112.6,114
424725,266167197,4,24,23,2307,1924,70,88,12,4.3,54.44,11.64,9.4,112.9,114
424725,266674640,5,24,7,2307,1456,70,88,12,4.3,54.72,13.54,9.3,106.9,104
424725,266687205,5,24,9,2307,1360,70,88,12,4.3,54.66,13.96,8.9,107.4,105
424725,266695069,5,24,1,2307,1825,70,88,12,4.3,54.4,12.08,9.5,88.5,87
424725,266311265,5,24,1,2307,1857,70,88,12,4.3,54.4,11.93,9.7,91.8,87
424725,266709679,5,24,0,2307,1865,70,88,12,4.3,54.4,11.9,9.6,92.9,88
424725,266252603,5,24,0,2307,1864,70,88,12,4.3,54.4,11.9,9.6,92.5,87
424725,266255374,5,24,0,2307,1862,70,88,12,4.3,54.4,11.91,9.6,92.3,88
424725,266256307,5,24,0,2307,1917,70,88,12,4.3,54.43,11.67,9.6,114.3,114
424725,266260410,5,24,10,2307,1273,70,88,12,4.3,54.6,14.31,8.6,102.7,101
424725,266723624,5,24,11,2307,1211,70,88,12,4.3,54.6,14.57,8.8,83.8,81
424725,266264079,5,24,6,2307,1510,70,88,12,4.3,54.73,13.31,9.4,67.3,65
424725,266266472,5,24,10,2307,1272,70,88,12,4.3,54.6,14.31,8.6,103.4,101
424725,266268604,5,24,0,2307,1915,70,88,12,4.3,54.43,11.68,9.5,114.3,114
424725,266271315,5,24,5,2307,1614,70,88,12,4.3,54.62,12.87,9.2,68.8,67
424725,266271713,5,24,6,2307,1509,70,88,12,4.3,54.73,13.31,9.5,66.8,65
424725,266273715,5,24,10,2307,1271,70,88,12,4.3,54.6,14.31,8.6,104.1,101
424725,266276775,5,24,0,2307,1860,70,88,12,4.3,54.4,11.92,9.7,91.9,87
424725,266277061,5,24,6,2307,1508,70,88,12,4.3,54.73,13.32,9.6,66.5,65
424725,266279174,5,24,0,2307,1914,70,88,12,4.3,54.43,11.68,9.6,114.5,114
424725,266280803,5,24,10,2307,1270,70,88,12,4.3,54.6,14.32,8.7,103.2,101
424725,266282530,5,24,6,2307,1507,70,88,12,4.3,54.73,13.32,9.6,66.9,66
424725,266282897,5,24,8,2307,1384,70,88,12,4.3,54.67,13.86,9,104.1,104
424725,266755611,5,24,5,2307,1577,70,88,12,4.3,54.66,13.02,9.4,69.2,66
424725,266283664,5,24,5,2307,1613,70,88,12,4.3,54.62,12.87,9.2,68.7,67
424725,266287536,5,24,0,2307,1913,70,88,12,4.3,54.43,11.69,9.6,114.6,114
424725,266287875,5,24,10,2307,1269,70,88,12,4.3,54.6,14.32,8.7,103.3,101
424725,266292521,5,24,6,2307,1505,70,88,12,4.3,54.73,13.33,9.6,66.8,66
424725,266766731,5,24,9,2307,1355,70,88,12,4.3,54.65,13.98,8.9,106.8,105
424725,266293116,5,24,10,2307,1268,70,88,12,4.3,54.59,14.33,8.7,102.8,101
424725,266295207,5,24,0,2307,1912,70,88,12,4.3,54.43,11.69,9.7,114.8,114
424725,266298387,5,24,0,2307,1858,70,88,12,4.3,54.4,11.93,9.7,92,88
424725,266298670,5,24,8,2307,1383,70,88,12,4.3,54.67,13.86,9,106.6,106
424725,266300165,5,24,6,2307,1504,70,88,12,4.3,54.73,13.33,9.6,66.1,65
424725,266300203,5,24,11,2307,1209,70,88,12,4.3,54.6,14.58,8.9,83.3,81
424725,266300341,5,24,10,2307,1267,70,88,12,4.3,54.59,14.33,8.7,103.7,101
424725,266311405,5,24,0,2307,1910,70,88,12,4.3,54.43,11.7,9.7,115.1,114
424725,266302060,5,24,5,2307,1612,70,88,12,4.3,54.63,12.87,9.2,68,67
424725,266334776,5,24,1,2307,1855,70,88,12,4.3,54.4,11.94,9.7,90.4,86
424725,266468044,5,24,5,2307,1599,70,88,12,4.3,54.64,12.93,9.4,69.4,66
424725,266468321,5,24,11,2307,1199,70,88,12,4.3,54.6,14.62,8.9,81.8,80
424725,266469457,5,24,11,2307,1245,70,88,12,4.3,54.59,14.43,8.7,83.6,82
424725,266368826,5,24,8,2307,1379,70,88,12,4.3,54.67,13.88,8.9,106.6,105
424725,266565811,5,24,7,2307,1470,70,88,12,4.3,54.73,13.48,9.3,106.7,104
424725,266803708,5,24,5,2307,1573,70,88,12,4.3,54.66,13.04,9.4,70.2,66
424725,266361347,5,24,7,2307,1496,70,88,12,4.3,54.73,13.37,9.5,86.9,88
424725,266366139,5,24,10,2307,1258,70,88,12,4.3,54.59,14.37,8.9,103.6,101
424725,266369493,5,24,7,2307,1495,70,88,12,4.3,54.73,13.37,9.5,87.7,88
424725,266816563,5,24,7,2307,1438,70,88,12,4.3,54.7,13.62,9.8,104.7,102
424725,266422661,5,24,1,2307,1847,70,88,12,4.3,54.4,11.98,9.6,89.5,87
424725,266425783,5,24,11,2307,1251,70,88,12,4.3,54.59,14.4,8.9,85.8,82
424725,266425969,5,24,9,2307,1376,70,88,12,4.3,54.67,13.89,8.9,106.7,105
424725,266426009,5,24,11,2307,1202,70,88,12,4.3,54.6,14.61,9,83.6,81
424725,266426662,5,24,5,2307,1602,70,88,12,4.3,54.63,12.92,9.3,69.3,66
424725,266829237,5,24,1,2307,1813,70,88,12,4.3,54.41,12.13,9.4,88.3,87
424725,266426909,5,24,0,2307,1896,70,88,12,4.3,54.41,11.76,9.7,115.6,114
424725,266432657,5,24,7,2307,1487,70,88,12,4.3,54.73,13.41,9.4,89.6,88
424725,266443862,5,24,0,2307,1894,70,88,12,4.3,54.41,11.77,9.5,101,94
424725,266447438,5,24,7,2307,1485,70,88,12,4.3,54.73,13.42,9.3,89.4,88
424725,266447805,5,24,1,2307,1846,70,88,12,4.3,54.4,11.99,9.6,89,87
424725,266454553,5,24,0,2307,1893,70,88,12,4.3,54.41,11.77,9.4,92.2,88
424725,266457690,5,24,11,2307,1200,70,88,12,4.3,54.6,14.61,8.9,84,80
424725,266459379,5,24,0,2307,1892,70,88,12,4.3,54.41,11.78,9.5,91,89
424725,266459745,5,24,9,2307,1374,70,88,12,4.3,54.67,13.9,8.9,106.4,105
424725,266460167,5,24,11,2307,1246,70,88,12,4.3,54.59,14.42,8.8,84.7,82
424725,266851971,5,24,8,2307,1433,70,88,12,4.3,54.7,13.65,9.8,103.7,102
424725,266462510,5,24,7,2307,1483,70,88,12,4.3,54.74,13.43,9.3,89.3,89
424725,266471130,5,24,7,2307,1482,70,88,12,4.3,54.74,13.43,9.3,89.5,88
424725,266476628,5,24,0,2307,1891,70,88,12,4.3,54.41,11.78,9.5,93.2,90
424725,266477385,5,24,11,2307,1244,70,88,12,4.3,54.59,14.43,8.8,84.4,82
424725,266477862,5,24,1,2307,1843,70,88,12,4.3,54.4,12,9.6,88.4,86
424725,266480393,5,24,7,2307,1481,70,88,12,4.3,54.74,13.44,9.3,94.5,101
424725,266081937,4,24,22,2307,2000,70,88,12,4.3,54.53,11.34,9.3,112.5,111
424725,266483004,5,24,5,2307,1597,70,88,12,4.3,54.64,12.94,9.4,69.5,66
424725,266485580,5,24,0,2307,1890,70,88,12,4.3,54.41,11.78,9.4,93.5,91
424725,266486080,5,24,11,2307,1243,70,88,12,4.3,54.59,14.43,8.8,84.9,83
424725,266489485,5,24,9,2307,1372,70,88,12,4.3,54.66,13.91,8.9,106.7,105
424725,266490429,5,24,0,2307,1889,70,88,12,4.3,54.41,11.79,9.4,93.2,91
424725,266490483,5,24,5,2307,1597,70,88,12,4.3,54.64,12.94,9.4,69.1,67
424725,266491768,5,24,12,2307,1197,70,88,12,4.3,54.6,14.63,8.9,82.4,80
424725,266493535,5,24,7,2307,1480,70,88,12,4.3,54.73,13.44,9.1,108.6,110
424725,266496263,5,24,11,2307,1242,70,88,12,4.3,54.59,14.44,8.8,85.7,83
424725,266497835,5,24,1,2307,1842,70,88,12,4.3,54.4,12,9.6,88.9,87
424725,266498686,5,24,5,2307,1596,70,88,12,4.3,54.64,12.94,9.4,69.2,67
424725,266500086,5,24,0,2307,1888,70,88,12,4.3,54.41,11.79,9.4,92.1,91
424725,266502667,5,24,11,2307,1241,70,88,12,4.3,54.59,14.44,8.7,85.3,82
424725,266503462,5,24,7,2307,1479,70,88,12,4.3,54.73,13.44,9.2,108.9,108
424725,266503505,5,24,9,2307,1371,70,88,12,4.3,54.66,13.91,8.9,106.1,105
424725,266508570,5,24,7,2307,1478,70,88,12,4.3,54.73,13.45,9.2,105.6,104
424725,266508582,5,24,1,2307,1841,70,88,12,4.3,54.4,12.01,9.6,89.3,87
424725,266509950,5,24,12,2307,1196,70,88,12,4.3,54.6,14.63,8.9,82.5,80
424725,266511456,5,24,5,2307,1594,70,88,12,4.3,54.64,12.95,9.4,69.3,67
424725,266512148,5,24,0,2307,1887,70,88,12,4.3,54.41,11.8,9.4,92.6,91
424725,266138161,4,24,23,2307,1922,70,88,12,4.3,54.44,11.65,9.4,113.7,114
424725,266141975,4,24,23,2307,1955,70,88,12,4.3,54.47,11.51,9.3,117.5,114
424725,266149041,4,24,23,2307,1930,70,88,12,4.3,54.45,11.62,9.3,112,114
