
@relation 'AIS'
@attribute AgentLatitude numeric
@attribute AgentRemainingTravelTimeInMinutes numeric
@attribute AgentSOG numeric
@attribute AgentCOG numeric
@attribute Latitude numeric
@attribute Longitude numeric
@attribute WeekdayInt numeric
@attribute WeekOfYearInt numeric
@attribute HourInt numeric
@attribute Length numeric
@attribute Breadth numeric
@attribute Draught numeric
@attribute SOG numeric
@attribute COG numeric
@attribute TripID numeric
@attribute time date 'yyyy-MM-dd HH:mm'
@attribute RemainingTravelTimeInMinutes2 numeric

@data
54.61,53,10.7,81.2,54.6,14.33,3,37,18,151,24,7.6,10.3,108.1,1992358,'2016-09-15 18:52:00',1048
54.43,387,0.4,246.1,54.93,17.79,4,37,5,151,24,7.6,11,80.6,1992358,'2016-09-16 05:53:00',387
54.47,282,9.4,22.1,54.56,10.87,3,37,6,151,24,7.6,11,84.2,1992358,'2016-09-15 06:30:00',1790
54.61,278,10.7,81.2,54.75,13.21,3,37,15,151,24,7.6,11,92.1,1992358,'2016-09-15 15:07:00',1273
54.61,53,10.7,81.2,54.6,14.33,3,37,18,151,24,7.6,10.3,108.1,1992358,'2016-09-15 18:52:00',1048
54.47,14,9.4,22.1,54.44,12.22,3,37,10,151,24,7.6,9.4,39.1,1992358,'2016-09-15 10:58:00',1522
54.43,739,0.4,246.1,54.72,15.93,4,37,0,151,24,7.6,11.1,83.4,1992358,'2016-09-16 00:01:00',739
54.47,12,9.4,22.1,54.44,12.22,3,37,11,151,24,7.6,9.4,39,1992358,'2016-09-15 11:00:00',1520
54.61,277,10.7,81.2,54.75,13.21,3,37,15,151,24,7.6,11,91.9,1992358,'2016-09-15 15:08:00',1272
54.43,738,0.4,246.1,54.72,15.93,4,37,0,151,24,7.6,11.1,83.3,1992358,'2016-09-16 00:02:00',738
54.61,466,10.7,81.2,54.58,12.33,3,37,11,151,24,7.6,9.8,56.4,1992358,'2016-09-15 11:59:00',1461
54.61,240,10.7,81.2,54.74,13.41,3,37,15,151,24,7.6,11.1,92.4,1992358,'2016-09-15 15:45:00',1235
54.61,291,10.7,81.2,54.75,13.14,3,37,14,151,24,7.6,11.1,91.6,1992358,'2016-09-15 14:54:00',1286
54.43,105,0.4,246.1,54.67,19.04,4,37,10,151,24,7.6,12,164.5,1992358,'2016-09-16 10:35:00',105
54.47,34,9.4,22.1,54.41,12.14,3,37,10,151,24,7.6,9.5,76.2,1992358,'2016-09-15 10:38:00',1542
54.47,281,9.4,22.1,54.56,10.87,3,37,6,151,24,7.6,11,84.2,1992358,'2016-09-15 06:31:00',1789
54.43,386,0.4,246.1,54.93,17.8,4,37,5,151,24,7.6,11,80.9,1992358,'2016-09-16 05:54:00',386
54.61,289,10.7,81.2,54.75,13.14,3,37,14,151,24,7.6,11.1,91.1,1992358,'2016-09-15 14:56:00',1284
54.61,7,10.7,81.2,54.61,14.56,3,37,19,151,24,7.6,10.6,79.5,1992358,'2016-09-15 19:38:00',1002
54.43,404,0.4,246.1,54.92,17.7,4,37,5,151,24,7.6,11.1,77.7,1992358,'2016-09-16 05:36:00',404
54.47,33,9.4,22.1,54.41,12.15,3,37,10,151,24,7.6,9.3,67.4,1992358,'2016-09-15 10:39:00',1541
54.47,12,9.4,22.1,54.44,12.22,3,37,11,151,24,7.6,9.4,39.3,1992358,'2016-09-15 11:00:00',1520
54.43,756,0.4,246.1,54.71,15.83,3,37,23,151,24,7.6,11,82.8,1992358,'2016-09-15 23:44:00',756
54.61,67,10.7,81.2,54.62,14.27,3,37,18,151,24,7.6,10.3,107,1992358,'2016-09-15 18:38:00',1062
54.43,385,0.4,246.1,54.93,17.8,4,37,5,151,24,7.6,11,81.3,1992358,'2016-09-16 05:55:00',385
54.43,755,0.4,246.1,54.72,15.84,3,37,23,151,24,7.6,11,82.9,1992358,'2016-09-15 23:45:00',755
54.61,276,10.7,81.2,54.75,13.22,3,37,15,151,24,7.6,11,91.8,1992358,'2016-09-15 15:09:00',1271
54.47,32,9.4,22.1,54.41,12.15,3,37,10,151,24,7.6,9.5,67.2,1992358,'2016-09-15 10:40:00',1540
54.43,403,0.4,246.1,54.92,17.71,4,37,5,151,24,7.6,11.1,77.5,1992358,'2016-09-16 05:37:00',403
54.61,66,10.7,81.2,54.61,14.27,3,37,18,151,24,7.6,10.3,106.9,1992358,'2016-09-15 18:39:00',1061
54.43,737,0.4,246.1,54.72,15.94,4,37,0,151,24,7.6,11.1,83.2,1992358,'2016-09-16 00:03:00',737
54.61,52,10.7,81.2,54.6,14.34,3,37,18,151,24,7.6,10.3,108.4,1992358,'2016-09-15 18:53:00',1047
54.43,736,0.4,246.1,54.72,15.94,4,37,0,151,24,7.6,11.1,83.1,1992358,'2016-09-16 00:04:00',736
54.43,402,0.4,246.1,54.92,17.71,4,37,5,151,24,7.6,11.1,77.4,1992358,'2016-09-16 05:38:00',402
54.47,31,9.4,22.1,54.41,12.16,3,37,10,151,24,7.6,9.5,67.2,1992358,'2016-09-15 10:41:00',1539
54.61,65,10.7,81.2,54.61,14.28,3,37,18,151,24,7.6,10.3,106.8,1992358,'2016-09-15 18:40:00',1060
54.61,288,10.7,81.2,54.75,13.15,3,37,14,151,24,7.6,11.1,91.5,1992358,'2016-09-15 14:57:00',1283
54.47,30,9.4,22.1,54.41,12.16,3,37,10,151,24,7.6,9.6,66.8,1992358,'2016-09-15 10:42:00',1538
54.43,754,0.4,246.1,54.72,15.85,3,37,23,151,24,7.6,11,82.4,1992358,'2016-09-15 23:46:00',754
54.61,288,10.7,81.2,54.75,13.15,3,37,14,151,24,7.6,11,91.4,1992358,'2016-09-15 14:57:00',1283
54.47,11,9.4,22.1,54.44,12.23,3,37,11,151,24,7.6,9.4,38.8,1992358,'2016-09-15 11:01:00',1519
54.43,400,0.4,246.1,54.92,17.72,4,37,5,151,24,7.6,11.1,77.4,1992358,'2016-09-16 05:40:00',400
54.61,64,10.7,81.2,54.61,14.28,3,37,18,151,24,7.6,10.3,107,1992358,'2016-09-15 18:41:00',1059
54.43,753,0.4,246.1,54.72,15.85,3,37,23,151,24,7.6,11,82.7,1992358,'2016-09-15 23:47:00',753
54.61,269,10.7,81.2,54.75,13.25,3,37,15,151,24,7.6,10.9,92.6,1992358,'2016-09-15 15:16:00',1264
54.43,383,0.4,246.1,54.93,17.81,4,37,5,151,24,7.6,11,81.1,1992358,'2016-09-16 05:57:00',383
54.43,720,0.4,246.1,54.73,16.02,4,37,0,151,24,7.6,11.3,80.9,1992358,'2016-09-16 00:20:00',720
54.61,456,10.7,81.2,54.6,12.37,3,37,12,151,24,7.6,9.9,56.6,1992358,'2016-09-15 12:09:00',1451
54.43,735,0.4,246.1,54.72,15.95,4,37,0,151,24,7.6,11.1,83.1,1992358,'2016-09-16 00:05:00',735
54.61,274,10.7,81.2,54.75,13.23,3,37,15,151,24,7.6,11,92.4,1992358,'2016-09-15 15:11:00',1269
54.43,382,0.4,246.1,54.93,17.82,4,37,5,151,24,7.6,11,81.2,1992358,'2016-09-16 05:58:00',382
54.43,734,0.4,246.1,54.72,15.95,4,37,0,151,24,7.6,11.1,83.1,1992358,'2016-09-16 00:06:00',734
54.47,9,9.4,22.1,54.45,12.23,3,37,11,151,24,7.6,9.3,36.4,1992358,'2016-09-15 11:03:00',1517
54.61,50,10.7,81.2,54.6,14.35,3,37,18,151,24,7.6,10.3,108.4,1992358,'2016-09-15 18:55:00',1045
54.61,48,10.7,81.2,54.6,14.35,3,37,18,151,24,7.6,10.3,108.4,1992358,'2016-09-15 18:57:00',1043
54.43,381,0.4,246.1,54.93,17.82,4,37,5,151,24,7.6,10.9,80.7,1992358,'2016-09-16 05:59:00',381
54.43,733,0.4,246.1,54.72,15.96,4,37,0,151,24,7.6,11.1,82.5,1992358,'2016-09-16 00:07:00',733
54.47,8,9.4,22.1,54.45,12.23,3,37,11,151,24,7.6,9.3,30.1,1992358,'2016-09-15 11:04:00',1516
54.43,384,0.4,246.1,54.93,17.81,4,37,5,151,24,7.6,11,81.4,1992358,'2016-09-16 05:56:00',384
54.43,732,0.4,246.1,54.72,15.96,4,37,0,151,24,7.6,11.1,82.4,1992358,'2016-09-16 00:08:00',732
54.43,380,0.4,246.1,54.93,17.83,4,37,6,151,24,7.6,11,81.3,1992358,'2016-09-16 06:00:00',380
54.61,273,10.7,81.2,54.75,13.23,3,37,15,151,24,7.6,11,92.4,1992358,'2016-09-15 15:12:00',1268
54.61,48,10.7,81.2,54.6,14.36,3,37,18,151,24,7.6,10.3,109,1992358,'2016-09-15 18:57:00',1043
54.47,7,9.4,22.1,54.45,12.23,3,37,11,151,24,7.6,9.2,25.3,1992358,'2016-09-15 11:05:00',1515
54.43,731,0.4,246.1,54.72,15.97,4,37,0,151,24,7.6,11.2,82.6,1992358,'2016-09-16 00:09:00',731
54.47,6,9.4,22.1,54.45,12.24,3,37,11,151,24,7.6,9.3,23.5,1992358,'2016-09-15 11:06:00',1514
54.61,272,10.7,81.2,54.75,13.24,3,37,15,151,24,7.6,11,91.9,1992358,'2016-09-15 15:13:00',1267
54.61,47,10.7,81.2,54.6,14.36,3,37,18,151,24,7.6,10.3,109.3,1992358,'2016-09-15 18:58:00',1042
54.43,378,0.4,246.1,54.93,17.84,4,37,6,151,24,7.6,10.9,80.9,1992358,'2016-09-16 06:02:00',378
54.43,730,0.4,246.1,54.72,15.97,4,37,0,151,24,7.6,11.2,82.6,1992358,'2016-09-16 00:10:00',730
54.61,46,10.7,81.2,54.6,14.37,3,37,18,151,24,7.6,10.3,108.9,1992358,'2016-09-15 18:59:00',1041
54.47,5,9.4,22.1,54.46,12.24,3,37,11,151,24,7.6,9.4,23,1992358,'2016-09-15 11:07:00',1513
54.43,377,0.4,246.1,54.93,17.85,4,37,6,151,24,7.6,10.9,80.8,1992358,'2016-09-16 06:03:00',377
54.43,729,0.4,246.1,54.73,15.98,4,37,0,151,24,7.6,11.2,82.2,1992358,'2016-09-16 00:11:00',729
54.43,376,0.4,246.1,54.94,17.85,4,37,6,151,24,7.6,10.9,81.3,1992358,'2016-09-16 06:04:00',376
54.43,728,0.4,246.1,54.73,15.99,4,37,0,151,24,7.6,11.2,81.9,1992358,'2016-09-16 00:12:00',728
54.61,45,10.7,81.2,54.6,14.37,3,37,19,151,24,7.6,10.3,109.2,1992358,'2016-09-15 19:00:00',1040
54.47,4,9.4,22.1,54.46,12.24,3,37,11,151,24,7.6,9.4,22,1992358,'2016-09-15 11:08:00',1512
54.47,3,9.4,22.1,54.46,12.24,3,37,11,151,24,7.6,9.4,22.1,1992358,'2016-09-15 11:09:00',1511
54.61,271,10.7,81.2,54.75,13.24,3,37,15,151,24,7.6,11,92.1,1992358,'2016-09-15 15:14:00',1266
54.43,375,0.4,246.1,54.94,17.86,4,37,6,151,24,7.6,10.9,81.4,1992358,'2016-09-16 06:05:00',375
54.47,2,9.4,22.1,54.46,12.24,3,37,11,151,24,7.6,9.4,21.8,1992358,'2016-09-15 11:10:00',1510
54.43,93,0.4,246.1,54.63,19.06,4,37,10,151,24,7.6,11.9,164.7,1992358,'2016-09-16 10:47:00',93
54.61,44,10.7,81.2,54.6,14.38,3,37,19,151,24,7.6,10.3,109.6,1992358,'2016-09-15 19:01:00',1039
54.43,727,0.4,246.1,54.73,15.99,4,37,0,151,24,7.6,11.2,81.6,1992358,'2016-09-16 00:13:00',727
54.61,270,10.7,81.2,54.75,13.25,3,37,15,151,24,7.6,11,92.6,1992358,'2016-09-15 15:15:00',1265
54.43,726,0.4,246.1,54.73,16,4,37,0,151,24,7.6,11.2,81.7,1992358,'2016-09-16 00:14:00',726
54.43,374,0.4,246.1,54.94,17.86,4,37,6,151,24,7.6,10.8,81.1,1992358,'2016-09-16 06:06:00',374
54.47,1,9.4,22.1,54.47,12.24,3,37,11,151,24,7.6,9.4,22.1,1992358,'2016-09-15 11:11:00',1509
54.61,43,10.7,81.2,54.59,14.38,3,37,19,151,24,7.6,10.3,109.4,1992358,'2016-09-15 19:02:00',1038
54.43,373,0.4,246.1,54.94,17.87,4,37,6,151,24,7.6,10.8,81.3,1992358,'2016-09-16 06:07:00',373
54.43,725,0.4,246.1,54.73,16,4,37,0,151,24,7.6,11.2,81.7,1992358,'2016-09-16 00:15:00',725
54.61,448,10.7,81.2,54.61,12.4,3,37,12,151,24,7.6,10.1,55.9,1992358,'2016-09-15 12:17:00',1443
54.47,0,9.4,22.1,54.47,12.25,3,37,11,151,24,7.6,9.4,22.1,1992358,'2016-09-15 11:12:00',1508
54.61,42,10.7,81.2,54.59,14.39,3,37,19,151,24,7.6,10.3,109.7,1992358,'2016-09-15 19:03:00',1037
54.43,372,0.4,246.1,54.94,17.87,4,37,6,151,24,7.6,10.8,81.7,1992358,'2016-09-16 06:08:00',372
54.47,1,9.4,22.1,54.47,12.25,3,37,11,151,24,7.6,9.5,22,1992358,'2016-09-15 11:13:00',1507
54.43,724,0.4,246.1,54.73,16.01,4,37,0,151,24,7.6,11.2,81.7,1992358,'2016-09-16 00:16:00',724
54.61,268,10.7,81.2,54.75,13.26,3,37,15,151,24,7.6,10.9,92.5,1992358,'2016-09-15 15:17:00',1263
54.43,371,0.4,246.1,54.94,17.88,4,37,6,151,24,7.6,10.8,81.9,1992358,'2016-09-16 06:09:00',371
54.61,41,10.7,81.2,54.59,14.39,3,37,19,151,24,7.6,10.3,109.8,1992358,'2016-09-15 19:04:00',1036
54.43,370,0.4,246.1,54.94,17.88,4,37,6,151,24,7.6,10.7,81.7,1992358,'2016-09-16 06:10:00',370
54.61,40,10.7,81.2,54.59,14.4,3,37,19,151,24,7.6,9.9,104.1,1992358,'2016-09-15 19:05:00',1035
54.61,267,10.7,81.2,54.75,13.26,3,37,15,151,24,7.6,10.9,92.4,1992358,'2016-09-15 15:18:00',1262
54.47,2,9.4,22.1,54.47,12.25,3,37,11,151,24,7.6,9.4,22.1,1992358,'2016-09-15 11:14:00',1506
54.43,654,0.4,246.1,54.77,16.39,4,37,1,151,24,7.6,11.5,81.2,1992358,'2016-09-16 01:26:00',654
54.47,3,9.4,22.1,54.48,12.25,3,37,11,151,24,7.6,9.5,22.6,1992358,'2016-09-15 11:15:00',1505
54.43,369,0.4,246.1,54.94,17.89,4,37,6,151,24,7.6,10.7,81.4,1992358,'2016-09-16 06:11:00',369
54.61,266,10.7,81.2,54.75,13.27,3,37,15,151,24,7.6,10.9,92.6,1992358,'2016-09-15 15:19:00',1261
54.61,39,10.7,81.2,54.59,14.4,3,37,19,151,24,7.6,9.6,95.3,1992358,'2016-09-15 19:06:00',1034
54.43,720,0.4,246.1,54.73,16.03,4,37,0,151,24,7.6,11.3,81,1992358,'2016-09-16 00:20:00',720
54.61,265,10.7,81.2,54.75,13.27,3,37,15,151,24,7.6,10.9,93,1992358,'2016-09-15 15:20:00',1260
54.43,315,0.4,246.1,54.96,18.16,4,37,7,151,24,7.6,10.7,85.4,1992358,'2016-09-16 07:05:00',315
54.61,38,10.7,81.2,54.59,14.4,3,37,19,151,24,7.6,9.8,87.6,1992358,'2016-09-15 19:07:00',1033
54.43,368,0.4,246.1,54.94,17.89,4,37,6,151,24,7.6,10.7,81.7,1992358,'2016-09-16 06:12:00',368
54.61,508,10.7,81.2,54.48,12.26,3,37,11,151,24,7.6,9.5,22.3,1992358,'2016-09-15 11:17:00',1503
54.61,37,10.7,81.2,54.59,14.41,3,37,19,151,24,7.6,10,81.3,1992358,'2016-09-15 19:08:00',1032
54.43,719,0.4,246.1,54.73,16.03,4,37,0,151,24,7.6,11.3,81.2,1992358,'2016-09-16 00:21:00',719
54.43,367,0.4,246.1,54.94,17.9,4,37,6,151,24,7.6,10.7,83.1,1992358,'2016-09-16 06:13:00',367
54.61,507,10.7,81.2,54.48,12.26,3,37,11,151,24,7.6,9.5,22.7,1992358,'2016-09-15 11:18:00',1502
54.43,366,0.4,246.1,54.94,17.9,4,37,6,151,24,7.6,10.7,83.2,1992358,'2016-09-16 06:14:00',366
54.61,264,10.7,81.2,54.75,13.28,3,37,15,151,24,7.6,10.9,92.8,1992358,'2016-09-15 15:21:00',1259
54.43,718,0.4,246.1,54.73,16.04,4,37,0,151,24,7.6,11.3,80.9,1992358,'2016-09-16 00:22:00',718
54.61,36,10.7,81.2,54.59,14.41,3,37,19,151,24,7.6,10.2,80.4,1992358,'2016-09-15 19:09:00',1031
54.61,505,10.7,81.2,54.49,12.26,3,37,11,151,24,7.6,9.5,22.6,1992358,'2016-09-15 11:20:00',1500
54.61,263,10.7,81.2,54.75,13.29,3,37,15,151,24,7.6,10.9,92.5,1992358,'2016-09-15 15:22:00',1258
54.43,88,0.4,246.1,54.61,19.07,4,37,10,151,24,7.6,12,164,1992358,'2016-09-16 10:52:00',88
54.43,365,0.4,246.1,54.94,17.91,4,37,6,151,24,7.6,10.7,83.3,1992358,'2016-09-16 06:15:00',365
54.61,35,10.7,81.2,54.59,14.42,3,37,19,151,24,7.6,10.3,80.5,1992358,'2016-09-15 19:10:00',1030
54.43,717,0.4,246.1,54.73,16.04,4,37,0,151,24,7.6,11.4,80.4,1992358,'2016-09-16 00:23:00',717
54.43,364,0.4,246.1,54.94,17.91,4,37,6,151,24,7.6,10.8,83,1992358,'2016-09-16 06:16:00',364
54.61,504,10.7,81.2,54.49,12.26,3,37,11,151,24,7.6,9.5,22.3,1992358,'2016-09-15 11:21:00',1499
54.43,716,0.4,246.1,54.73,16.05,4,37,0,151,24,7.6,11.4,80.6,1992358,'2016-09-16 00:24:00',716
54.61,503,10.7,81.2,54.49,12.26,3,37,11,151,24,7.6,9.5,23,1992358,'2016-09-15 11:22:00',1498
54.47,21,9.4,22.1,54.42,12.2,3,37,10,151,24,7.6,9,45.3,1992358,'2016-09-15 10:51:00',1529
54.43,363,0.4,246.1,54.94,17.92,4,37,6,151,24,7.6,10.8,83.2,1992358,'2016-09-16 06:17:00',363
54.61,262,10.7,81.2,54.75,13.29,3,37,15,151,24,7.6,10.9,92.5,1992358,'2016-09-15 15:23:00',1257
54.43,715,0.4,246.1,54.73,16.05,4,37,0,151,24,7.6,11.4,80.7,1992358,'2016-09-16 00:25:00',715
54.61,503,10.7,81.2,54.49,12.26,3,37,11,151,24,7.6,9.5,21.2,1992358,'2016-09-15 11:22:00',1498
54.61,34,10.7,81.2,54.59,14.42,3,37,19,151,24,7.6,10.4,80.7,1992358,'2016-09-15 19:11:00',1029
54.61,502,10.7,81.2,54.49,12.27,3,37,11,151,24,7.6,9.5,21,1992358,'2016-09-15 11:23:00',1497
54.61,33,10.7,81.2,54.59,14.43,3,37,19,151,24,7.6,10.4,80.5,1992358,'2016-09-15 19:12:00',1028
54.43,714,0.4,246.1,54.73,16.06,4,37,0,151,24,7.6,11.4,80.8,1992358,'2016-09-16 00:26:00',714
